time, datetime_utc, mode, layer, level, winner_team, winner_faction, winner_subfaction, winner_tickets, loser_team, loser_faction, loser_subfaction, loser_tickets
"Sun Oct 23 2022 15:18:19 GMT-0400 (Eastern Daylight Time)","2022-10-23 19:18:19", "AAS", "Manic-5 AAS v1", "Manic-5", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "216", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sun Oct 23 2022 16:02:37 GMT-0400 (Eastern Daylight Time)","2022-10-23 20:02:37", "AAS", "Mutaha AAS v1", "Mutaha", "2", "Russian Ground Forces", "Russian battalion tactical group", "187", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 23 2022 16:42:04 GMT-0400 (Eastern Daylight Time)","2022-10-23 20:42:04", "RAAS", "Fool's Road RAAS v1", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "204", "1", "British Army", "British Armed Forces", "0"
"Sun Oct 23 2022 17:11:48 GMT-0400 (Eastern Daylight Time)","2022-10-23 21:11:48", "AAS", "Black Coast AAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "345", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sun Oct 23 2022 17:50:01 GMT-0400 (Eastern Daylight Time)","2022-10-23 21:50:01", "RAAS", "Gorodok RAAS v6", "Gorodok", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "354", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "0"
"Sun Oct 23 2022 18:16:34 GMT-0400 (Eastern Daylight Time)","2022-10-23 22:16:34", "TC", "Skorpo TC v1", "Skorpo", "1", "United States Army", "US Brigade Combat Team", "271", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 23 2022 18:51:46 GMT-0400 (Eastern Daylight Time)","2022-10-23 22:51:46", "RAAS", "Fallujah RAAS v6", "Fallujah", "2", "Insurgent Forces", "Freedom Fighter Mechanized Platoon", "103", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "0"
"Sun Oct 23 2022 19:22:14 GMT-0400 (Eastern Daylight Time)","2022-10-23 23:22:14", "AAS", "Narva AAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "229", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 23 2022 19:52:14 GMT-0400 (Eastern Daylight Time)","2022-10-23 23:52:14", "AAS", "Sumari Bala AAS v2", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "157", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Sun Oct 23 2022 20:35:19 GMT-0400 (Eastern Daylight Time)","2022-10-24 00:35:19", "AAS", "Chora AAS v2", "Chora", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "33", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "0"
"Sun Oct 23 2022 21:08:31 GMT-0400 (Eastern Daylight Time)","2022-10-24 01:08:31", "RAAS", "Kokan RAAS v3", "Kokan", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "150", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sun Oct 23 2022 21:49:16 GMT-0400 (Eastern Daylight Time)","2022-10-24 01:49:16", "RAAS", "Mutaha RAAS v3", "Mutaha", "1", "British Army", "UK 1st Battalion, Grenadier Guards", "45", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Sun Oct 23 2022 22:24:16 GMT-0400 (Eastern Daylight Time)","2022-10-24 02:24:16", "Invasion", "Goose Bay Invasion v2", "Goose Bay", "2", "Irregular Militia Forces", "Newfoundland Liberation Front", "667", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "0"
"Sun Oct 23 2022 23:14:59 GMT-0400 (Eastern Daylight Time)","2022-10-24 03:14:59", "RAAS", "Yehorivka RAAS v3", "Yehorivka", "1", "British Army", "British Armed Forces", "231", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 23 2022 23:56:57 GMT-0400 (Eastern Daylight Time)","2022-10-24 03:56:57", "RAAS", "Gorodok RAAS v1", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "161", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 24 2022 00:39:16 GMT-0400 (Eastern Daylight Time)","2022-10-24 04:39:16", "TC", "Narva TC v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "18", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 24 2022 01:22:36 GMT-0400 (Eastern Daylight Time)","2022-10-24 05:22:36", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "169", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Mon Oct 24 2022 02:18:11 GMT-0400 (Eastern Daylight Time)","2022-10-24 06:18:11", "RAAS", "Mutaha RAAS v1", "Mutaha", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "25", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 24 2022 02:59:49 GMT-0400 (Eastern Daylight Time)","2022-10-24 06:59:49", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "153", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Mon Oct 24 2022 03:46:18 GMT-0400 (Eastern Daylight Time)","2022-10-24 07:46:18", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "292", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Mon Oct 24 2022 04:28:46 GMT-0400 (Eastern Daylight Time)","2022-10-24 08:28:46", "RAAS", "Tallil Outskirts RAAS v7", "Tallil Outskirts", "2", "Middle Eastern Alliance", "MEA 60th Prince Assur Armored Brigade", "290", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "0"
"Mon Oct 24 2022 05:21:17 GMT-0400 (Eastern Daylight Time)","2022-10-24 09:21:17", "RAAS", "Chora RAAS v1", "Chora", "1", "United States Army", "US Brigade Combat Team", "311", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 24 2022 15:52:58 GMT-0400 (Eastern Daylight Time)","2022-10-24 19:52:58", "Skirmish", "Narva Skirmish v1", "Narva", "2", "Russian Ground Forces", "RU 205th Detached Mechanized Cossacks Brigade", "179", "1", "United States Army", "US 149th Brigade, Kentucky Army National Guard", "139"
"Mon Oct 24 2022 16:43:11 GMT-0400 (Eastern Daylight Time)","2022-10-24 20:43:11", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "41", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Mon Oct 24 2022 17:22:04 GMT-0400 (Eastern Daylight Time)","2022-10-24 21:22:04", "AAS", "Chora AAS v1", "Chora", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "253", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 24 2022 17:56:36 GMT-0400 (Eastern Daylight Time)","2022-10-24 21:56:36", "RAAS", "Narva RAAS v4", "Narva", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "242", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Mon Oct 24 2022 18:32:59 GMT-0400 (Eastern Daylight Time)","2022-10-24 22:32:59", "RAAS", "Kokan RAAS v3", "Kokan", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "16", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Mon Oct 24 2022 19:21:35 GMT-0400 (Eastern Daylight Time)","2022-10-24 23:21:35", "RAAS", "Black Coast RAAS v4", "Black Coast", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "30", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Mon Oct 24 2022 20:05:42 GMT-0400 (Eastern Daylight Time)","2022-10-25 00:05:42", "AAS", "Mutaha AAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "128", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 24 2022 20:59:29 GMT-0400 (Eastern Daylight Time)","2022-10-25 00:59:29", "RAAS", "Yehorivka RAAS v8", "Yehorivka", "1", "Australian Defence Force", "ADF 3rd Brigade", "60", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Mon Oct 24 2022 21:48:12 GMT-0400 (Eastern Daylight Time)","2022-10-25 01:48:12", "RAAS", "Gorodok RAAS v2", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "114", "1", "British Army", "British Armed Forces", "0"
"Mon Oct 24 2022 22:16:42 GMT-0400 (Eastern Daylight Time)","2022-10-25 02:16:42", "RAAS", "Belaya RAAS v1", "Belaya Pass", "1", "United States Army", "US Brigade Combat Team", "338", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 24 2022 23:06:03 GMT-0400 (Eastern Daylight Time)","2022-10-25 03:06:03", "RAAS", "Kohat Toi RAAS v4", "Kohat Toi", "1", "British Army", "British Armed Forces", "126", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 24 2022 23:39:53 GMT-0400 (Eastern Daylight Time)","2022-10-25 03:39:53", "AAS", "Lashkar AAS v3", "Lashkar Valley", "1", "Australian Defence Force", "ADF 3rd Brigade", "258", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Tue Oct 25 2022 00:26:29 GMT-0400 (Eastern Daylight Time)","2022-10-25 04:26:29", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "215", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Tue Oct 25 2022 00:59:42 GMT-0400 (Eastern Daylight Time)","2022-10-25 04:59:42", "RAAS", "Kokan RAAS v1", "Kokan", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "111", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Oct 25 2022 01:42:03 GMT-0400 (Eastern Daylight Time)","2022-10-25 05:42:03", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "281", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Tue Oct 25 2022 02:23:38 GMT-0400 (Eastern Daylight Time)","2022-10-25 06:23:38", "RAAS", "Mutaha RAAS v1", "Mutaha", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "220", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Oct 25 2022 03:03:34 GMT-0400 (Eastern Daylight Time)","2022-10-25 07:03:34", "RAAS", "Gorodok RAAS v1", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "325", "1", "United States Army", "US Brigade Combat Team", "307"
"Tue Oct 25 2022 14:01:56 GMT-0400 (Eastern Daylight Time)","2022-10-25 18:01:56", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "9", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Tue Oct 25 2022 14:36:13 GMT-0400 (Eastern Daylight Time)","2022-10-25 18:36:13", "RAAS", "Narva RAAS v3", "Narva", "2", "Irregular Militia Forces", "The Peoples' Front Militia Mechanized Platoon", "172", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Tue Oct 25 2022 15:22:18 GMT-0400 (Eastern Daylight Time)","2022-10-25 19:22:18", "RAAS", "Gorodok RAAS v8", "Gorodok", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "311", "2", "Irregular Militia Forces", "Allied Republican Army Militia", "0"
"Tue Oct 25 2022 16:02:09 GMT-0400 (Eastern Daylight Time)","2022-10-25 20:02:09", "AAS", "Tallil Outskirts AAS v2", "Tallil Outskirts", "1", "United States Army", "US Brigade Combat Team", "221", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Tue Oct 25 2022 16:41:06 GMT-0400 (Eastern Daylight Time)","2022-10-25 20:41:06", "AAS", "Chora AAS v2", "Chora", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "205", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "0"
"Tue Oct 25 2022 17:14:20 GMT-0400 (Eastern Daylight Time)","2022-10-25 21:14:20", "AAS", "Fool's Road AAS v2", "Fool's Road", "1", "United States Army", "US Brigade Combat Team", "148", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Oct 25 2022 17:49:39 GMT-0400 (Eastern Daylight Time)","2022-10-25 21:49:39", "AAS", "Sumari Bala AAS v4", "Sumari Bala", "2", "Middle Eastern Alliance", "MEA 83rd Prince Zaid Motorized Infantry Brigade", "36", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Tue Oct 25 2022 19:29:22 GMT-0400 (Eastern Daylight Time)","2022-10-25 23:29:22", "AAS", "Narva AAS v3", "Narva", "1", "United States Army", "US Brigade Combat Team", "212", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Oct 25 2022 20:06:07 GMT-0400 (Eastern Daylight Time)","2022-10-26 00:06:07", "RAAS", "Mutaha RAAS v4", "Mutaha", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "253", "2", "Russian Ground Forces", "RUS 6th Separate Czestochowa Tank Brigade ", "0"
"Tue Oct 25 2022 20:50:54 GMT-0400 (Eastern Daylight Time)","2022-10-26 00:50:54", "RAAS", "Belaya RAAS v3", "Belaya Pass", "2", "Irregular Militia Forces", "Local Militia Group", "7", "1", "British Army", "British Armed Forces", "0"
"Tue Oct 25 2022 21:41:56 GMT-0400 (Eastern Daylight Time)","2022-10-26 01:41:56", "RAAS", "Lashkar RAAS v2", "Lashkar Valley", "1", "Australian Defence Force", "ADF 3rd Brigade", "83", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Tue Oct 25 2022 22:29:49 GMT-0400 (Eastern Daylight Time)","2022-10-26 02:29:49", "RAAS", "Black Coast RAAS v4", "Black Coast", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "67", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Tue Oct 25 2022 22:59:00 GMT-0400 (Eastern Daylight Time)","2022-10-26 02:59:00", "AAS", "Kokan AAS v1", "Kokan", "1", "Russian Ground Forces", "Russian battalion tactical group", "167", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Tue Oct 25 2022 23:39:30 GMT-0400 (Eastern Daylight Time)","2022-10-26 03:39:30", "RAAS", "Yehorivka RAAS v2", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "224", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 26 2022 00:25:10 GMT-0400 (Eastern Daylight Time)","2022-10-26 04:25:10", "Invasion", "Al Basrah Invasion v6", "Al Basrah", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "672", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Wed Oct 26 2022 01:02:33 GMT-0400 (Eastern Daylight Time)","2022-10-26 05:02:33", "AAS", "Mutaha AAS v2", "Mutaha", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "174", "1", "British Army", "British Armed Forces", "0"
"Wed Oct 26 2022 01:51:40 GMT-0400 (Eastern Daylight Time)","2022-10-26 05:51:40", "RAAS", "Kokan RAAS v1", "Kokan", "1", "United States Army", "US Brigade Combat Team", "129", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Wed Oct 26 2022 03:56:56 GMT-0400 (Eastern Daylight Time)","2022-10-26 07:56:56", "RAAS", "Anvil RAAS v2", "Anvil", "2", "Middle Eastern Alliance", "MEA 60th Prince Assur Armored Brigade", "292", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "289"
"Wed Oct 26 2022 06:32:10 GMT-0400 (Eastern Daylight Time)","2022-10-26 10:32:10", "Invasion", "Belaya Invasion v3", "Belaya Pass", "2", "Russian Ground Forces", "Russian battalion tactical group", "700", "1", "British Army", "British Armed Forces", "200"
"Wed Oct 26 2022 14:28:13 GMT-0400 (Eastern Daylight Time)","2022-10-26 18:28:13", "Seed", "Logar Seed v1", "Logar Valley", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "13", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 26 2022 15:03:05 GMT-0400 (Eastern Daylight Time)","2022-10-26 19:03:05", "AAS", "Fool's Road AAS v1", "Fool's Road", "1", "United States Army", "US Brigade Combat Team", "245", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 26 2022 15:54:21 GMT-0400 (Eastern Daylight Time)","2022-10-26 19:54:21", "RAAS", "Belaya RAAS v3", "Belaya Pass", "1", "British Army", "British Armed Forces", "155", "2", "Irregular Militia Forces", "Local Militia Group", "0"
"Wed Oct 26 2022 16:40:53 GMT-0400 (Eastern Daylight Time)","2022-10-26 20:40:53", "RAAS", "Kamdesh RAAS v5", "Kamdesh Highlands", "1", "Australian Defence Force", "ADF 1st Armored", "122", "2", "Middle Eastern Alliance", "MEA 60th Prince Assur Armored Brigade", "0"
"Wed Oct 26 2022 17:11:37 GMT-0400 (Eastern Daylight Time)","2022-10-26 21:11:37", "RAAS", "Narva RAAS v2", "Narva", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "247", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "0"
"Wed Oct 26 2022 17:57:42 GMT-0400 (Eastern Daylight Time)","2022-10-26 21:57:42", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "292", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Wed Oct 26 2022 18:43:56 GMT-0400 (Eastern Daylight Time)","2022-10-26 22:43:56", "AAS", "Mutaha AAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "141", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 26 2022 19:17:20 GMT-0400 (Eastern Daylight Time)","2022-10-26 23:17:20", "RAAS", "Fallujah RAAS v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "186", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "0"
"Wed Oct 26 2022 20:08:10 GMT-0400 (Eastern Daylight Time)","2022-10-27 00:08:10", "Invasion", "Goose Bay Invasion v4", "Goose Bay", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "361", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Wed Oct 26 2022 20:45:27 GMT-0400 (Eastern Daylight Time)","2022-10-27 00:45:27", "AAS", "Kokan AAS v3", "Kokan", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "272", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "0"
"Wed Oct 26 2022 21:17:39 GMT-0400 (Eastern Daylight Time)","2022-10-27 01:17:39", "Invasion", "Al Basrah Invasion v4", "Al Basrah", "2", "Insurgent Forces", "Local Insurgent Cell", "604", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "0"
"Wed Oct 26 2022 21:35:53 GMT-0400 (Eastern Daylight Time)","2022-10-27 01:35:53", "AAS", "Sumari Bala AAS v3", "Sumari Bala", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "342", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "0"
"Wed Oct 26 2022 22:24:16 GMT-0400 (Eastern Daylight Time)","2022-10-27 02:24:16", "TC", "Kamdesh TC v1", "Kamdesh Highlands", "1", "British Army", "British Armed Forces", "30", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 26 2022 23:12:50 GMT-0400 (Eastern Daylight Time)","2022-10-27 03:12:50", "RAAS", "Narva RAAS v5", "Narva", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "109", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Wed Oct 26 2022 23:52:25 GMT-0400 (Eastern Daylight Time)","2022-10-27 03:52:25", "RAAS", "Fool's Road RAAS v1", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "45", "1", "British Army", "British Armed Forces", "0"
"Thu Oct 27 2022 00:32:36 GMT-0400 (Eastern Daylight Time)","2022-10-27 04:32:36", "RAAS", "Mutaha RAAS v2", "Mutaha", "1", "Australian Defence Force", "ADF 3rd Brigade", "95", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 27 2022 01:22:50 GMT-0400 (Eastern Daylight Time)","2022-10-27 05:22:50", "RAAS", "Black Coast RAAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "178", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Thu Oct 27 2022 02:07:04 GMT-0400 (Eastern Daylight Time)","2022-10-27 06:07:04", "AAS", "Chora AAS v1", "Chora", "1", "United States Army", "US Brigade Combat Team", "147", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Thu Oct 27 2022 02:54:57 GMT-0400 (Eastern Daylight Time)","2022-10-27 06:54:57", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "305", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Thu Oct 27 2022 04:50:03 GMT-0400 (Eastern Daylight Time)","2022-10-27 08:50:03", "AAS", "Narva AAS v2", "Narva", "1", "British Army", "British Armed Forces", "310", "2", "Russian Ground Forces", "Russian battalion tactical group", "273"
"Thu Oct 27 2022 14:25:45 GMT-0400 (Eastern Daylight Time)","2022-10-27 18:25:45", "Seed", "Logar Seed v1", "Logar Valley", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "66", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 27 2022 15:04:27 GMT-0400 (Eastern Daylight Time)","2022-10-27 19:04:27", "RAAS", "Mestia RAAS v2", "Mestia", "2", "Russian Ground Forces", "RUS 205th Rifle Division Reconaissance Platoon", "109", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Thu Oct 27 2022 15:37:58 GMT-0400 (Eastern Daylight Time)","2022-10-27 19:37:58", "AAS", "Sumari Bala AAS v2", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "88", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Thu Oct 27 2022 16:12:38 GMT-0400 (Eastern Daylight Time)","2022-10-27 20:12:38", "AAS", "Fool's Road AAS v1", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "98", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 27 2022 16:47:34 GMT-0400 (Eastern Daylight Time)","2022-10-27 20:47:34", "RAAS", "Narva RAAS v2", "Narva", "1", "United States Marine Corps", "USMC 3rd Light Armored Recon Battalion", "117", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "0"
"Thu Oct 27 2022 17:23:33 GMT-0400 (Eastern Daylight Time)","2022-10-27 21:23:33", "RAAS", "Fallujah RAAS v1", "Fallujah", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "180", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Thu Oct 27 2022 18:04:04 GMT-0400 (Eastern Daylight Time)","2022-10-27 22:04:04", "RAAS", "Belaya RAAS v1", "Belaya Pass", "2", "Russian Ground Forces", "Russian battalion tactical group", "132", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 27 2022 18:47:35 GMT-0400 (Eastern Daylight Time)","2022-10-27 22:47:35", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "218", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 27 2022 19:32:04 GMT-0400 (Eastern Daylight Time)","2022-10-27 23:32:04", "AAS", "Mutaha AAS v4", "Mutaha", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "23", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 27 2022 20:22:01 GMT-0400 (Eastern Daylight Time)","2022-10-28 00:22:01", "RAAS", "Skorpo RAAS v3", "Skorpo", "2", "Irregular Militia Forces", "Local Militia Group", "199", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 27 2022 21:17:40 GMT-0400 (Eastern Daylight Time)","2022-10-28 01:17:40", "RAAS", "Yehorivka RAAS v11", "Yehorivka", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "129", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Thu Oct 27 2022 22:00:42 GMT-0400 (Eastern Daylight Time)","2022-10-28 02:00:42", "RAAS", "Mestia RAAS v2", "Mestia", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "116", "2", "Russian Ground Forces", "RUS 205th Rifle Division Reconaissance Platoon", "0"
"Thu Oct 27 2022 22:50:45 GMT-0400 (Eastern Daylight Time)","2022-10-28 02:50:45", "RAAS", "Goose Bay RAAS v3", "Goose Bay", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "97", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Thu Oct 27 2022 23:16:49 GMT-0400 (Eastern Daylight Time)","2022-10-28 03:16:49", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "373", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 28 2022 00:04:53 GMT-0400 (Eastern Daylight Time)","2022-10-28 04:04:53", "RAAS", "Gorodok RAAS v6", "Gorodok", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "267", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "0"
"Fri Oct 28 2022 00:29:34 GMT-0400 (Eastern Daylight Time)","2022-10-28 04:29:34", "RAAS", "Fallujah RAAS v4", "Fallujah", "1", "Australian Defence Force", "ADF 3rd Brigade", "268", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "254"
"Fri Oct 28 2022 16:21:41 GMT-0400 (Eastern Daylight Time)","2022-10-28 20:21:41", "Seed", "Fallujah Seed v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "36", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 28 2022 18:41:56 GMT-0400 (Eastern Daylight Time)","2022-10-28 22:41:56", "Seed", "Sumari Bala Seed v1", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "48", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "10"
"Fri Oct 28 2022 19:18:16 GMT-0400 (Eastern Daylight Time)","2022-10-28 23:18:16", "AAS", "Narva AAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "195", "1", "United States Army", "US Brigade Combat Team", "0"
