time, datetime_utc, mode, layer, level, winner_team, winner_faction, winner_subfaction, winner_tickets, loser_team, loser_faction, loser_subfaction, loser_tickets
"Fri Oct 28 2022 20:09:48 GMT-0400 (Eastern Daylight Time)","2022-10-29 00:09:48", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "77", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Fri Oct 28 2022 20:53:26 GMT-0400 (Eastern Daylight Time)","2022-10-29 00:53:26", "RAAS", "Mutaha RAAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "99", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Fri Oct 28 2022 21:33:18 GMT-0400 (Eastern Daylight Time)","2022-10-29 01:33:18", "AAS", "Goose Bay AAS v1", "Goose Bay", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "262", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "0"
"Fri Oct 28 2022 22:07:38 GMT-0400 (Eastern Daylight Time)","2022-10-29 02:07:38", "RAAS", "Belaya RAAS v1", "Belaya Pass", "1", "United States Army", "US Brigade Combat Team", "290", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 28 2022 23:03:06 GMT-0400 (Eastern Daylight Time)","2022-10-29 03:03:06", "RAAS", "Manic-5 RAAS v3", "Manic-5", "2", "Russian Ground Forces", "RUS 6th Separate Czestochowa Tank Brigade ", "75", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "0"
"Fri Oct 28 2022 23:37:34 GMT-0400 (Eastern Daylight Time)","2022-10-29 03:37:34", "RAAS", "Kokan RAAS v2", "Kokan", "1", "Russian Ground Forces", "Russian battalion tactical group", "164", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sat Oct 29 2022 00:31:39 GMT-0400 (Eastern Daylight Time)","2022-10-29 04:31:39", "AAS", "Lashkar AAS v4", "Lashkar Valley", "2", "Middle Eastern Alliance", "MEA 4th Border Guards Group", "30", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "0"
"Sat Oct 29 2022 01:21:22 GMT-0400 (Eastern Daylight Time)","2022-10-29 05:21:22", "RAAS", "Narva RAAS v1", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "23", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 29 2022 01:58:23 GMT-0400 (Eastern Daylight Time)","2022-10-29 05:58:23", "RAAS", "Black Coast RAAS v4", "Black Coast", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "257", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 29 2022 02:34:11 GMT-0400 (Eastern Daylight Time)","2022-10-29 06:34:11", "RAAS", "Mutaha RAAS v2", "Mutaha", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "228", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Sat Oct 29 2022 03:22:03 GMT-0400 (Eastern Daylight Time)","2022-10-29 07:22:03", "AAS", "Skorpo AAS v1", "Skorpo", "1", "United States Army", "US Brigade Combat Team", "58", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sat Oct 29 2022 04:12:52 GMT-0400 (Eastern Daylight Time)","2022-10-29 08:12:52", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "256", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 29 2022 05:16:09 GMT-0400 (Eastern Daylight Time)","2022-10-29 09:16:09", "AAS", "Chora AAS v1", "Chora", "1", "United States Army", "US Brigade Combat Team", "402", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sat Oct 29 2022 12:23:21 GMT-0400 (Eastern Daylight Time)","2022-10-29 16:23:21", "Seed", "Tallil Outskirts Seed v2", "Tallil Outskirts", "1", "Canadian Army", "CAF Royal Westminster Regiment", "3", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Sat Oct 29 2022 13:08:30 GMT-0400 (Eastern Daylight Time)","2022-10-29 17:08:30", "RAAS", "Fool's Road RAAS v1", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "100", "1", "British Army", "British Armed Forces", "0"
"Sat Oct 29 2022 13:40:53 GMT-0400 (Eastern Daylight Time)","2022-10-29 17:40:53", "RAAS", "Kokan RAAS v1", "Kokan", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "63", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 29 2022 14:26:26 GMT-0400 (Eastern Daylight Time)","2022-10-29 18:26:26", "RAAS", "Kohat Toi RAAS v9", "Kohat Toi", "2", "Insurgent Forces", "Local Insurgent Cell", "201", "1", "Canadian Army", "CAF Royal Canadian Regiment Battle Group", "0"
"Sat Oct 29 2022 15:11:06 GMT-0400 (Eastern Daylight Time)","2022-10-29 19:11:06", "AAS", "Narva AAS v4", "Narva", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "19", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 29 2022 16:04:18 GMT-0400 (Eastern Daylight Time)","2022-10-29 20:04:18", "RAAS", "Skorpo RAAS v3", "Skorpo", "1", "United States Army", "US Brigade Combat Team", "201", "2", "Irregular Militia Forces", "Local Militia Group", "0"
"Sat Oct 29 2022 16:38:48 GMT-0400 (Eastern Daylight Time)","2022-10-29 20:38:48", "RAAS", "Fallujah RAAS v2", "Fallujah", "1", "British Army", "British Armed Forces", "180", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sat Oct 29 2022 17:27:21 GMT-0400 (Eastern Daylight Time)","2022-10-29 21:27:21", "RAAS", "Kamdesh RAAS v1", "Kamdesh Highlands", "1", "Irregular Militia Forces", "Local Militia Group", "40", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Sat Oct 29 2022 18:33:08 GMT-0400 (Eastern Daylight Time)","2022-10-29 22:33:08", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "9", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 29 2022 19:08:03 GMT-0400 (Eastern Daylight Time)","2022-10-29 23:08:03", "Skirmish", "Yehorivka Skirmish v2", "Yehorivka", "2", "Russian Ground Forces", "RU 205th Detached Mechanized Cossacks Brigade", "178", "1", "British Army", "UK 1st Battalion, Grenadier Guards", "0"
"Sat Oct 29 2022 19:41:07 GMT-0400 (Eastern Daylight Time)","2022-10-29 23:41:07", "AAS", "Sumari Bala AAS v4", "Sumari Bala", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "103", "2", "Middle Eastern Alliance", "MEA 83rd Prince Zaid Motorized Infantry Brigade", "0"
"Sat Oct 29 2022 20:25:13 GMT-0400 (Eastern Daylight Time)","2022-10-30 00:25:13", "RAAS", "Gorodok RAAS v3", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "112", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 29 2022 20:54:00 GMT-0400 (Eastern Daylight Time)","2022-10-30 00:54:00", "RAAS", "Mutaha RAAS v3", "Mutaha", "1", "British Army", "UK 1st Battalion, Grenadier Guards", "332", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Sat Oct 29 2022 21:21:43 GMT-0400 (Eastern Daylight Time)","2022-10-30 01:21:43", "TC", "Fallujah TC v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "23", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 29 2022 21:52:01 GMT-0400 (Eastern Daylight Time)","2022-10-30 01:52:01", "Invasion", "Al Basrah Invasion v1", "Al Basrah", "2", "Insurgent Forces", "Local Insurgent Cell", "670", "1", "British Army", "British Armed Forces", "0"
"Sat Oct 29 2022 22:17:32 GMT-0400 (Eastern Daylight Time)","2022-10-30 02:17:32", "AAS", "Logar AAS v3", "Logar Valley", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "180", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sat Oct 29 2022 23:35:55 GMT-0400 (Eastern Daylight Time)","2022-10-30 03:35:55", "RAAS", "Kamdesh RAAS v7", "Kamdesh Highlands", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "181", "2", "Insurgent Forces", "Insurgent Mechanized Platoon", "0"
"Sun Oct 30 2022 00:10:56 GMT-0400 (Eastern Daylight Time)","2022-10-30 04:10:56", "AAS", "Yehorivka AAS v4", "Yehorivka", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "162", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Sun Oct 30 2022 00:50:41 GMT-0400 (Eastern Daylight Time)","2022-10-30 04:50:41", "AAS", "Black Coast AAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "146", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sun Oct 30 2022 01:36:18 GMT-0400 (Eastern Daylight Time)","2022-10-30 05:36:18", "RAAS", "Chora RAAS v1", "Chora", "2", "Russian Ground Forces", "Russian battalion tactical group", "133", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 30 2022 02:23:24 GMT-0400 (Eastern Daylight Time)","2022-10-30 06:23:24", "RAAS", "Gorodok RAAS v11", "Gorodok", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "249", "2", "United States Army", "US 1st Cavalry Regiment", "0"
"Sun Oct 30 2022 04:38:29 GMT-0400 (Eastern Daylight Time)","2022-10-30 08:38:29", "RAAS", "Anvil RAAS v1", "Anvil", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "400", "1", "Russian Ground Forces", "Russian Battalion Tactical Group", "399"
"Sun Oct 30 2022 11:54:55 GMT-0400 (Eastern Daylight Time)","2022-10-30 15:54:55", "Seed", "Fallujah Seed v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "82", "1", "United States Army", "US Brigade Combat Team", "65"
"Sun Oct 30 2022 12:43:16 GMT-0400 (Eastern Daylight Time)","2022-10-30 16:43:16", "RAAS", "Kokan RAAS v2", "Kokan", "1", "Russian Ground Forces", "Russian battalion tactical group", "4", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sun Oct 30 2022 13:37:53 GMT-0400 (Eastern Daylight Time)","2022-10-30 17:37:53", "RAAS", "Gorodok RAAS v5", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "12", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 30 2022 14:07:57 GMT-0400 (Eastern Daylight Time)","2022-10-30 18:07:57", "AAS", "Fallujah AAS v1", "Fallujah", "1", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "234", "2", "Insurgent Forces", "Local Insurgent Cell", "0"
"Sun Oct 30 2022 14:09:34 GMT-0400 (Eastern Daylight Time)","2022-10-30 18:09:34", "RAAS", "Narva RAAS v3", "Narva", "2", "Irregular Militia Forces", "The Peoples' Front Militia Mechanized Platoon", "320", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "300"
"Sun Oct 30 2022 14:53:52 GMT-0400 (Eastern Daylight Time)","2022-10-30 18:53:52", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "174", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sun Oct 30 2022 15:41:09 GMT-0400 (Eastern Daylight Time)","2022-10-30 19:41:09", "Invasion", "Skorpo Invasion v2", "Skorpo", "2", "Irregular Militia Forces", "Local Militia Group", "484", "1", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 30 2022 16:19:36 GMT-0400 (Eastern Daylight Time)","2022-10-30 20:19:36", "RAAS", "Chora RAAS v1", "Chora", "2", "Russian Ground Forces", "Russian battalion tactical group", "191", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 30 2022 17:02:40 GMT-0400 (Eastern Daylight Time)","2022-10-30 21:02:40", "AAS", "Fallujah AAS v2", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "51", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "0"
"Sun Oct 30 2022 17:44:46 GMT-0400 (Eastern Daylight Time)","2022-10-30 21:44:46", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "34", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 30 2022 18:20:07 GMT-0400 (Eastern Daylight Time)","2022-10-30 22:20:07", "RAAS", "Mutaha RAAS v1", "Mutaha", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "196", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 30 2022 19:08:29 GMT-0400 (Eastern Daylight Time)","2022-10-30 23:08:29", "RAAS", "Goose Bay RAAS v1", "Goose Bay", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "244", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Sun Oct 30 2022 20:01:02 GMT-0400 (Eastern Daylight Time)","2022-10-31 00:01:02", "RAAS", "Yehorivka RAAS v3", "Yehorivka", "1", "British Army", "British Armed Forces", "160", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Sun Oct 30 2022 21:06:17 GMT-0400 (Eastern Daylight Time)","2022-10-31 01:06:17", "Invasion", "Gorodok Invasion v3", "Gorodok", "2", "Irregular Militia Forces", "The Peoples' Front Militia", "282", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Sun Oct 30 2022 21:41:30 GMT-0400 (Eastern Daylight Time)","2022-10-31 01:41:30", "AAS", "Al Basrah AAS v2", "Al Basrah", "2", "Insurgent Forces", "Local Insurgent Cell", "130", "1", "United States Army", "US Brigade Combat Team", "0"
"Sun Oct 30 2022 22:15:47 GMT-0400 (Eastern Daylight Time)","2022-10-31 02:15:47", "RAAS", "Narva RAAS v4", "Narva", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "219", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sun Oct 30 2022 22:52:46 GMT-0400 (Eastern Daylight Time)","2022-10-31 02:52:46", "RAAS", "Fallujah RAAS v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "253", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "0"
"Sun Oct 30 2022 23:25:46 GMT-0400 (Eastern Daylight Time)","2022-10-31 03:25:46", "RAAS", "Mutaha RAAS v2", "Mutaha", "1", "Australian Defence Force", "ADF 3rd Brigade", "263", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Mon Oct 31 2022 00:06:53 GMT-0400 (Eastern Daylight Time)","2022-10-31 04:06:53", "RAAS", "Gorodok RAAS v4", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "149", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 31 2022 02:08:27 GMT-0400 (Eastern Daylight Time)","2022-10-31 06:08:27", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "341", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "305"
"Mon Oct 31 2022 12:38:09 GMT-0400 (Eastern Daylight Time)","2022-10-31 16:38:09", "Grounds", "Pacific Proving Grounds v1", "Pacific Proving Grounds", "0", "Civilians", "Local Civilians that have some limited access to vehicles", "99999", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "99979"
"Mon Oct 31 2022 15:47:27 GMT-0400 (Eastern Daylight Time)","2022-10-31 19:47:27", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "59", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "51"
"Mon Oct 31 2022 16:43:49 GMT-0400 (Eastern Daylight Time)","2022-10-31 20:43:49", "AAS", "Chora AAS v3", "Chora", "2", "Russian Ground Forces", "Russian battalion tactical group", "10", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 31 2022 17:05:20 GMT-0400 (Eastern Daylight Time)","2022-10-31 21:05:20", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "298", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 31 2022 17:49:24 GMT-0400 (Eastern Daylight Time)","2022-10-31 21:49:24", "AAS", "Gorodok AAS v1", "Gorodok", "2", "Russian Ground Forces", "Russian battalion tactical group", "25", "1", "United States Army", "US Brigade Combat Team", "0"
"Mon Oct 31 2022 18:25:48 GMT-0400 (Eastern Daylight Time)","2022-10-31 22:25:48", "RAAS", "Mutaha RAAS v6", "Mutaha", "2", "Middle Eastern Alliance", "MEA 1st Battalion, Legion of Babylon", "240", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "0"
"Mon Oct 31 2022 19:07:27 GMT-0400 (Eastern Daylight Time)","2022-10-31 23:07:27", "Invasion", "Fool's Road Invasion v1", "Fool's Road", "2", "Irregular Militia Forces", "Local Militia Group", "700", "1", "British Army", "British Armed Forces", "200"
"Mon Oct 31 2022 19:21:30 GMT-0400 (Eastern Daylight Time)","2022-10-31 23:21:30", "Seed", "Fallujah Seed v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "96", "1", "United States Army", "US Brigade Combat Team", "90"
"Mon Oct 31 2022 19:53:25 GMT-0400 (Eastern Daylight Time)","2022-10-31 23:53:25", "AAS", "Logar AAS v2", "Logar Valley", "1", "United States Army", "US Brigade Combat Team", "110", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Mon Oct 31 2022 20:23:07 GMT-0400 (Eastern Daylight Time)","2022-11-01 00:23:07", "Invasion", "Yehorivka Invasion v2", "Yehorivka", "1", "United States Army", "US Brigade Combat Team", "599", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 31 2022 20:55:09 GMT-0400 (Eastern Daylight Time)","2022-11-01 00:55:09", "RAAS", "Fallujah RAAS v2", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "105", "1", "British Army", "British Armed Forces", "0"
"Mon Oct 31 2022 21:38:44 GMT-0400 (Eastern Daylight Time)","2022-11-01 01:38:44", "RAAS", "Gorodok RAAS v3", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "71", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 31 2022 22:04:28 GMT-0400 (Eastern Daylight Time)","2022-11-01 02:04:28", "RAAS", "Fool's Road RAAS v2", "Fool's Road", "1", "British Army", "British Armed Forces", "275", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Mon Oct 31 2022 22:50:00 GMT-0400 (Eastern Daylight Time)","2022-11-01 02:50:00", "RAAS", "Goose Bay RAAS v1", "Goose Bay", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "376", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Mon Oct 31 2022 23:39:33 GMT-0400 (Eastern Daylight Time)","2022-11-01 03:39:33", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "23", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Tue Nov 01 2022 00:17:12 GMT-0400 (Eastern Daylight Time)","2022-11-01 04:17:12", "RAAS", "Fallujah RAAS v5", "Fallujah", "2", "Middle Eastern Alliance", "MEA 1st Battalion, Legion of Babylon", "235", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Tue Nov 01 2022 00:59:25 GMT-0400 (Eastern Daylight Time)","2022-11-01 04:59:25", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "169", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Tue Nov 01 2022 01:42:49 GMT-0400 (Eastern Daylight Time)","2022-11-01 05:42:49", "RAAS", "Belaya RAAS v1", "Belaya Pass", "2", "Russian Ground Forces", "Russian battalion tactical group", "219", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Nov 01 2022 02:28:08 GMT-0400 (Eastern Daylight Time)","2022-11-01 06:28:08", "RAAS", "Mutaha RAAS v3", "Mutaha", "1", "British Army", "UK 1st Battalion, Grenadier Guards", "83", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Tue Nov 01 2022 03:10:39 GMT-0400 (Eastern Daylight Time)","2022-11-01 07:10:39", "RAAS", "Kokan RAAS v1", "Kokan", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "136", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Nov 01 2022 05:11:21 GMT-0400 (Eastern Daylight Time)","2022-11-01 09:11:21", "RAAS", "Yehorivka RAAS v1", "Yehorivka", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "376", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "336"
